Month,Device,Place,BannerType,QueryType,TargetingType,Shows,Clicks,Cost,Conversions
8/1/2022,Mobile,Search,text,Brand,Phrase,31772,16037,182127,1713
8/1/2022,Mobile,Search,text,Competitor,Phrase,6258,323,6003,25
8/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Other,Phrase,52020,4160,73321,326
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,1
8/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Autotargeting,1,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,103321,49709,2073395,4211
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,1742,171,1836,7
8/1/2022,Desktop,Search,text,Competitor,Phrase,650,87,3460,5
8/1/2022,Desktop,Search,text,Other,Autotargeting,16490,1925,17688,50
8/1/2022,Desktop,Search,text,Other,Phrase,4066,814,28641,65
8/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,5
8/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Brand,Autotargeting,2,1,12,0
8/1/2022,Mobile,Search,text,Brand,Phrase,182274,89661,1457861,4384
8/1/2022,Mobile,Search,text,Competitor,Autotargeting,3735,295,3176,11
8/1/2022,Mobile,Search,text,Competitor,Phrase,1059,148,4038,4
8/1/2022,Mobile,Search,text,Other,Autotargeting,30228,2951,28058,64
8/1/2022,Mobile,Search,text,Other,Phrase,6508,1198,27147,58
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,0,0,0,1
8/1/2022,Desktop,Search,text,Competitor,Phrase,0,0,0,0
8/1/2022,Desktop,Search,text,Other,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Brand,Phrase,0,0,0,1
8/1/2022,Mobile,Search,text,Competitor,Phrase,0,0,0,0
8/1/2022,Mobile,Search,text,Other,Phrase,0,0,0,2
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,2009,990,37921,6
8/1/2022,Desktop,Search,text,Competitor,Phrase,296,79,3304,3
8/1/2022,Desktop,Search,text,Other,Phrase,1383,795,27956,1
8/1/2022,Mobile,Search,text,Brand,Phrase,2933,1366,26918,5
8/1/2022,Mobile,Search,text,Competitor,Phrase,531,144,4128,1
8/1/2022,Mobile,Search,text,Other,Phrase,1435,676,14430,1
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,223799,67005,1958882,13187
8/1/2022,Desktop,Search,text,Competitor,Phrase,7812,657,46458,147
8/1/2022,Desktop,Search,text,Other,Phrase,100837,16127,772635,2637
8/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Brand,Phrase,552444,166574,2288479,8452
8/1/2022,Mobile,Search,text,Competitor,Phrase,7837,802,27871,30
8/1/2022,Mobile,Search,text,Other,Phrase,73130,11004,247175,597
8/1/2022,Desktop,Search,text,Brand,Phrase,706,206,17278,0
8/1/2022,Desktop,Search,text,Competitor,Phrase,2783,125,6421,0
8/1/2022,Desktop,Search,text,Other,Phrase,9786,804,46119,0
8/1/2022,Mobile,Search,text,Brand,Phrase,802,222,14649,0
8/1/2022,Mobile,Search,text,Competitor,Phrase,4536,223,10870,0
8/1/2022,Mobile,Search,text,Other,Phrase,12170,1047,59883,0
8/1/2022,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,cpm_banner,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
9/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
9/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,0,0,0,0
9/1/2022,Desktop,Search,mcbanner,Other,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Autotargeting,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,1
9/1/2022,Desktop,Search,text,Brand,Phrase,6990,3596,131354,600
9/1/2022,Desktop,Search,text,Competitor,Phrase,6,1,76,0
9/1/2022,Desktop,Search,text,Other,Phrase,59,14,948,2
9/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Search,text,Brand,Phrase,9722,4705,55309,531
9/1/2022,Mobile,Search,text,Competitor,Phrase,19,1,172,1
9/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,0
9/1/2022,Mobile,Search,text,Other,Phrase,224,24,1347,1
9/1/2022,Desktop,Networks,text,none,Phrase,1527733,1929,27655,50
9/1/2022,Desktop,Networks,text,none,Retargeting,116483,147,3146,1
9/1/2022,Desktop,Search,text,Brand,Autotargeting,2,1,7,0
9/1/2022,Desktop,Search,text,Brand,Phrase,32521,14865,701099,1304
9/1/2022,Desktop,Search,text,Competitor,Autotargeting,3030,267,2763,8
9/1/2022,Desktop,Search,text,Competitor,Phrase,4148,377,16108,22
9/1/2022,Desktop,Search,text,Other,Autotargeting,36185,3902,37435,103
9/1/2022,Desktop,Search,text,Other,Phrase,26320,3337,132133,214
9/1/2022,Mobile,Networks,text,none,Phrase,479318,5723,58626,69
9/1/2022,Mobile,Networks,text,none,Retargeting,22818,232,2857,2
9/1/2022,Mobile,Search,text,Brand,Autotargeting,2,1,13,0
9/1/2022,Mobile,Search,text,Brand,Phrase,54149,26557,425160,1369
9/1/2022,Mobile,Search,text,Competitor,Autotargeting,7212,670,7485,11
9/1/2022,Mobile,Search,text,Competitor,Phrase,9469,807,26353,23
9/1/2022,Mobile,Search,text,Other,Autotargeting,67960,6016,63202,117
9/1/2022,Mobile,Search,text,Other,Phrase,49125,5381,151315,190
9/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
9/1/2022,Desktop,Search,text,Brand,Phrase,0,0,0,0
9/1/2022,Desktop,Search,text,Competitor,Phrase,0,0,0,0
9/1/2022,Desktop,Search,text,Other,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Search,text,Brand,Phrase,0,0,0,0
9/1/2022,Mobile,Search,text,Competitor,Phrase,0,0,0,1
9/1/2022,Mobile,Search,text,Other,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Desktop,Search,text,Brand,Phrase,576,298,12398,77
9/1/2022,Desktop,Search,text,Competitor,Phrase,101,20,1065,1
9/1/2022,Desktop,Search,text,Other,Phrase,1262,308,13345,65
9/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Mobile,Search,text,Brand,Phrase,744,403,8542,66
9/1/2022,Mobile,Search,text,Competitor,Phrase,143,44,1230,0
9/1/2022,Mobile,Search,text,Other,Phrase,1399,277,8182,40
9/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
9/1/2022,Desktop,Search,text,Brand,Phrase,49649,14711,433715,3514
9/1/2022,Desktop,Search,text,Competitor,Phrase,3636,308,16777,47
9/1/2022,Desktop,Search,text,Other,Phrase,45414,7083,286377,1016
9/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Search,text,Brand,Phrase,156164,47483,696309,3146
9/1/2022,Mobile,Search,text,Competitor,Phrase,5286,520,22504,23
9/1/2022,Mobile,Search,text,Other,Phrase,45270,7008,195156,308
9/1/2022,Desktop,Search,text,Brand,Phrase,278,71,6602,0
9/1/2022,Desktop,Search,text,Competitor,Phrase,931,47,2661,0
9/1/2022,Desktop,Search,text,Other,Phrase,3094,241,16113,0
9/1/2022,Mobile,Search,text,Brand,Phrase,279,96,6560,0
9/1/2022,Mobile,Search,text,Competitor,Phrase,1408,68,3719,0
9/1/2022,Mobile,Search,text,Other,Phrase,3869,315,21472,0
9/1/2022,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
9/1/2022,Mobile,Networks,cpm_banner,none,Phrase,0,0,0,0
9/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
9/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
9/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
4/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
4/1/2021,Desktop,Networks,image_ad,none,Retargeting,126283,126,5850,0
4/1/2021,Mobile,Networks,image_ad,none,Retargeting,15611,247,2565,0
4/1/2021,Desktop,Search,mcbanner,Brand,Phrase,8,0,0,0
4/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,124,0,0,0
4/1/2021,Desktop,Search,mcbanner,Other,Phrase,1262,21,607,0
4/1/2021,Mobile,Search,mcbanner,Other,Phrase,10,0,0,0
4/1/2021,Desktop,Search,text,Brand,Phrase,39327,10027,222279,0
4/1/2021,Desktop,Search,text,Competitor,Phrase,1811,68,2774,0
4/1/2021,Desktop,Search,text,Other,Phrase,3739,246,9993,0
4/1/2021,Mobile,Search,text,Brand,Phrase,36575,7101,146114,0
4/1/2021,Mobile,Search,text,Competitor,Phrase,460,18,863,0
4/1/2021,Mobile,Search,text,Other,Phrase,1025,64,2448,0
4/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
4/1/2021,Desktop,Networks,text,none,Retargeting,784918,873,34152,1
4/1/2021,Desktop,Search,text,Brand,Phrase,17278,4761,277026,191
4/1/2021,Desktop,Search,text,Competitor,Phrase,4082,131,9139,2
4/1/2021,Desktop,Search,text,Other,Phrase,34057,1638,107472,27
4/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
4/1/2021,Mobile,Networks,text,none,Retargeting,173178,899,14597,0
4/1/2021,Mobile,Search,text,Brand,Phrase,12892,2276,133220,46
4/1/2021,Mobile,Search,text,Competitor,Phrase,1226,33,1441,0
4/1/2021,Mobile,Search,text,Other,Phrase,15049,479,20550,1
4/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
5/1/2021,Desktop,Networks,image_ad,none,Retargeting,9288,14,1234,0
5/1/2021,Mobile,Networks,image_ad,none,Retargeting,8612,21,2247,0
5/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
5/1/2021,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
5/1/2021,Desktop,Search,mcbanner,Brand,Phrase,0,0,0,0
5/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,0,0,0,0
5/1/2021,Desktop,Search,text,Brand,Phrase,31585,7864,179626,0
5/1/2021,Desktop,Search,text,Competitor,Phrase,20598,705,32527,0
5/1/2021,Desktop,Search,text,Other,Phrase,54388,2663,121575,0
5/1/2021,Mobile,Search,text,Brand,Phrase,31556,5834,117812,0
5/1/2021,Mobile,Search,text,Competitor,Phrase,28980,631,27638,0
5/1/2021,Mobile,Search,text,Other,Phrase,53422,2023,81443,0
5/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
5/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,1
5/1/2021,Desktop,Search,text,Brand,Phrase,12349,3592,226819,191
5/1/2021,Desktop,Search,text,Competitor,Phrase,336,20,3403,0
5/1/2021,Desktop,Search,text,Other,Phrase,7569,370,45757,12
5/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
5/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
5/1/2021,Mobile,Search,text,Brand,Phrase,12275,2359,137446,58
5/1/2021,Mobile,Search,text,Competitor,Phrase,182,5,554,0
5/1/2021,Mobile,Search,text,Other,Phrase,4707,152,18453,6
5/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
6/1/2021,Desktop,Search,text,Brand,Phrase,45230,11461,247101,0
6/1/2021,Desktop,Search,text,Competitor,Phrase,24669,928,43459,0
6/1/2021,Desktop,Search,text,Other,Phrase,56047,3105,134701,0
6/1/2021,Mobile,Search,text,Brand,Phrase,42650,8215,149922,0
6/1/2021,Mobile,Search,text,Competitor,Phrase,42001,1184,48848,0
6/1/2021,Mobile,Search,text,Other,Phrase,71994,3337,129530,0
6/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Search,text,Brand,Phrase,0,0,0,13
6/1/2021,Desktop,Search,text,Competitor,Phrase,0,0,0,0
6/1/2021,Desktop,Search,text,Other,Phrase,0,0,0,1
6/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Search,text,Brand,Phrase,0,0,0,2
6/1/2021,Mobile,Search,text,Competitor,Phrase,0,0,0,0
6/1/2021,Mobile,Search,text,Other,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,4396,18,269,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,279,5,19,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,text,none,Phrase,2845747,10896,144173,0
7/1/2021,Desktop,Networks,text,none,Retargeting,590136,1740,35060,0
7/1/2021,Desktop,Search,text,Brand,Phrase,15863,5316,57894,0
7/1/2021,Desktop,Search,text,Competitor,Phrase,3998,179,8257,0
7/1/2021,Desktop,Search,text,Other,Phrase,4719,156,5439,0
7/1/2021,Mobile,Networks,text,none,Phrase,1639345,17582,177785,0
7/1/2021,Mobile,Networks,text,none,Retargeting,248548,2991,40149,0
7/1/2021,Mobile,Search,text,Brand,Phrase,18076,4980,42062,0
7/1/2021,Mobile,Search,text,Competitor,Phrase,4472,110,6171,0
7/1/2021,Mobile,Search,text,Other,Phrase,4588,121,4625,0
7/1/2021,Desktop,Search,text,Brand,Phrase,57450,15340,320437,0
7/1/2021,Desktop,Search,text,Competitor,Phrase,24833,1073,50789,0
7/1/2021,Desktop,Search,text,Other,Phrase,61853,3677,159870,0
7/1/2021,Mobile,Search,text,Brand,Phrase,61509,12860,211886,0
7/1/2021,Mobile,Search,text,Competitor,Phrase,22975,732,82363,0
7/1/2021,Mobile,Search,text,Other,Phrase,47149,2222,201339,0
7/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,1
7/1/2021,Desktop,Search,text,Brand,Phrase,0,0,0,4
7/1/2021,Desktop,Search,text,Competitor,Phrase,0,0,0,0
7/1/2021,Desktop,Search,text,Other,Phrase,0,0,0,0
7/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
7/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Search,text,Brand,Phrase,0,0,0,1
7/1/2021,Mobile,Search,text,Competitor,Phrase,0,0,0,0
7/1/2021,Mobile,Search,text,Other,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,image_ad,none,Phrase,28746,63,915,0
8/1/2021,Desktop,Networks,image_ad,none,Retargeting,14334,16,222,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,3129,78,581,0
8/1/2021,Mobile,Networks,image_ad,none,Retargeting,6674,118,942,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,text,none,Phrase,6816230,18855,259935,0
8/1/2021,Desktop,Networks,text,none,Retargeting,798262,1983,41612,0
8/1/2021,Desktop,Search,text,Brand,Phrase,13597,2988,58153,0
8/1/2021,Desktop,Search,text,Competitor,Phrase,4334,151,8081,0
8/1/2021,Desktop,Search,text,Other,Phrase,6344,214,7509,0
8/1/2021,Mobile,Networks,text,none,Phrase,1539552,15479,160855,0
8/1/2021,Mobile,Networks,text,none,Retargeting,251292,2617,35758,0
8/1/2021,Mobile,Search,text,Brand,Phrase,10934,2035,30123,0
8/1/2021,Mobile,Search,text,Competitor,Phrase,5207,154,8031,0
8/1/2021,Mobile,Search,text,Other,Phrase,7753,172,5873,0
8/1/2021,Desktop,Search,text,Brand,Phrase,56245,15714,308397,0
8/1/2021,Desktop,Search,text,Competitor,Phrase,21336,862,44283,0
8/1/2021,Desktop,Search,text,Other,Phrase,70040,4426,203802,0
8/1/2021,Mobile,Search,text,Brand,Phrase,60057,12490,205400,0
8/1/2021,Mobile,Search,text,Competitor,Phrase,12880,452,18088,0
8/1/2021,Mobile,Search,text,Other,Phrase,34637,1797,61051,0
8/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Search,text,Brand,Phrase,7765,2704,127857,132
8/1/2021,Desktop,Search,text,Competitor,Phrase,0,0,0,0
8/1/2021,Desktop,Search,text,Other,Phrase,21,1,48,0
8/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Search,text,Brand,Phrase,6829,1866,80367,47
8/1/2021,Mobile,Search,text,Competitor,Phrase,0,0,0,0
8/1/2021,Mobile,Search,text,Other,Phrase,4,1,41,0
9/1/2021,Desktop,Networks,image_ad,none,Phrase,20296,52,672,0
9/1/2021,Desktop,Networks,image_ad,none,Retargeting,15249,17,318,0
9/1/2021,Mobile,Networks,image_ad,none,Phrase,3685,106,717,0
9/1/2021,Mobile,Networks,image_ad,none,Retargeting,21425,332,3296,0
9/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
9/1/2021,Desktop,Networks,text,none,Phrase,5542849,18380,242914,0
9/1/2021,Desktop,Networks,text,none,Retargeting,511400,1596,33100,0
9/1/2021,Desktop,Search,text,Brand,Phrase,5664,932,24738,0
9/1/2021,Desktop,Search,text,Competitor,Phrase,3062,98,4352,0
9/1/2021,Desktop,Search,text,Other,Phrase,6672,234,8555,0
9/1/2021,Mobile,Networks,text,none,Phrase,1704992,17298,156203,0
9/1/2021,Mobile,Networks,text,none,Retargeting,189460,1987,26670,0
9/1/2021,Mobile,Search,text,Brand,Phrase,5015,852,16413,0
9/1/2021,Mobile,Search,text,Competitor,Phrase,4259,159,7480,0
9/1/2021,Mobile,Search,text,Other,Phrase,9114,225,8535,0
9/1/2021,Desktop,Search,text,Brand,Phrase,61198,16450,371973,0
9/1/2021,Desktop,Search,text,Competitor,Phrase,14530,591,31773,0
9/1/2021,Desktop,Search,text,Other,Phrase,46611,2748,127231,0
9/1/2021,Mobile,Search,text,Brand,Phrase,63669,13098,252685,0
9/1/2021,Mobile,Search,text,Competitor,Phrase,9292,296,13373,0
9/1/2021,Mobile,Search,text,Other,Phrase,25303,1306,45622,0
9/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
9/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
9/1/2021,Desktop,Search,text,Brand,Phrase,12468,3624,172464,163
9/1/2021,Desktop,Search,text,Competitor,Phrase,2,0,0,0
9/1/2021,Desktop,Search,text,Other,Phrase,39,5,332,0
9/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
9/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
9/1/2021,Mobile,Search,text,Brand,Phrase,9292,2225,79120,50
9/1/2021,Mobile,Search,text,Competitor,Phrase,0,0,0,0
9/1/2021,Mobile,Search,text,Other,Phrase,16,1,37,0
9/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
9/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
10/1/2021,Desktop,Networks,image_ad,none,Phrase,95852,218,3627,0
10/1/2021,Desktop,Networks,image_ad,none,Retargeting,16396,11,187,0
10/1/2021,Mobile,Networks,image_ad,none,Phrase,30035,755,6036,0
10/1/2021,Mobile,Networks,image_ad,none,Retargeting,26884,291,2841,0
10/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
10/1/2021,Desktop,Networks,text,none,Phrase,2907941,12140,171394,0
10/1/2021,Desktop,Networks,text,none,Retargeting,495180,2019,32895,0
10/1/2021,Desktop,Search,text,Brand,Phrase,12749,1768,26970,0
10/1/2021,Desktop,Search,text,Competitor,Phrase,19677,332,3087,0
10/1/2021,Desktop,Search,text,Other,Phrase,70946,1462,17267,0
10/1/2021,Mobile,Networks,text,none,Phrase,840333,10885,102885,0
10/1/2021,Mobile,Networks,text,none,Retargeting,153768,1834,20381,0
10/1/2021,Mobile,Search,text,Brand,Phrase,14819,2688,20132,0
10/1/2021,Mobile,Search,text,Competitor,Phrase,19220,454,6351,0
10/1/2021,Mobile,Search,text,Other,Phrase,74959,1814,23317,0
10/1/2021,Desktop,Search,text,Brand,Phrase,16345,4151,93671,0
10/1/2021,Desktop,Search,text,Competitor,Phrase,0,0,0,0
10/1/2021,Desktop,Search,text,Other,Phrase,18,0,0,0
10/1/2021,Mobile,Search,text,Brand,Phrase,25837,5303,94955,0
10/1/2021,Mobile,Search,text,Other,Phrase,42,1,49,0
10/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
10/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
10/1/2021,Desktop,Search,text,Brand,Phrase,8157,1763,102243,80
10/1/2021,Desktop,Search,text,Competitor,Phrase,5,0,0,0
10/1/2021,Desktop,Search,text,Other,Phrase,20,2,132,0
10/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
10/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
10/1/2021,Mobile,Search,text,Brand,Phrase,7117,1577,50680,50
10/1/2021,Mobile,Search,text,Competitor,Phrase,1,0,0,0
10/1/2021,Mobile,Search,text,Other,Phrase,24,1,3,0
10/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
11/1/2021,Desktop,Networks,image_ad,none,Phrase,22,0,0,0
11/1/2021,Mobile,Networks,image_ad,none,Phrase,321,3,19,0
11/1/2021,Desktop,Networks,image_ad,none,Phrase,9071,40,305,0
11/1/2021,Desktop,Networks,image_ad,none,Retargeting,9146,5,74,0
11/1/2021,Mobile,Networks,image_ad,none,Phrase,3276,68,410,0
11/1/2021,Mobile,Networks,image_ad,none,Retargeting,12116,154,1678,0
11/1/2021,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
11/1/2021,Desktop,Search,mcbanner,Brand,Phrase,0,0,0,0
11/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,0,0,0,0
11/1/2021,Desktop,Networks,text,none,Phrase,3902063,12301,172828,0
11/1/2021,Desktop,Networks,text,none,Retargeting,654007,2843,37096,0
11/1/2021,Desktop,Search,text,Brand,Phrase,13407,2185,39963,0
11/1/2021,Desktop,Search,text,Competitor,Phrase,21824,392,3778,0
11/1/2021,Desktop,Search,text,Other,Phrase,56748,1569,21415,0
11/1/2021,Mobile,Networks,text,none,Phrase,834417,8303,90282,0
11/1/2021,Mobile,Networks,text,none,Retargeting,198155,2398,25057,0
11/1/2021,Mobile,Search,text,Brand,Phrase,15133,3024,26010,0
11/1/2021,Mobile,Search,text,Competitor,Phrase,21403,562,6439,0
11/1/2021,Mobile,Search,text,Other,Phrase,57384,2249,30009,0
11/1/2021,Desktop,Search,text,Brand,Phrase,53572,12807,244584,0
11/1/2021,Desktop,Search,text,Competitor,Phrase,6269,254,11897,0
11/1/2021,Desktop,Search,text,Other,Phrase,13261,836,35408,0
11/1/2021,Mobile,Search,text,Brand,Phrase,70346,15077,270545,0
11/1/2021,Mobile,Search,text,Competitor,Phrase,6144,203,17885,0
11/1/2021,Mobile,Search,text,Other,Phrase,11125,656,55121,0
11/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
11/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
11/1/2021,Desktop,Search,text,Brand,Phrase,14196,4139,193323,290
11/1/2021,Desktop,Search,text,Competitor,Phrase,1,0,0,0
11/1/2021,Desktop,Search,text,Other,Phrase,39,6,232,0
11/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
11/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
11/1/2021,Mobile,Search,text,Brand,Phrase,18515,5568,107962,281
11/1/2021,Mobile,Search,text,Competitor,Phrase,1,0,0,0
11/1/2021,Mobile,Search,text,Other,Phrase,55,6,95,0
12/1/2021,Desktop,Networks,image_ad,none,Phrase,75,0,0,0
12/1/2021,Mobile,Networks,image_ad,none,Phrase,1290,20,104,0
12/1/2021,Desktop,Networks,image_ad,none,Phrase,4337,11,90,0
12/1/2021,Desktop,Networks,image_ad,none,Retargeting,1249,2,30,0
12/1/2021,Mobile,Networks,image_ad,none,Phrase,414761,1973,14041,0
12/1/2021,Mobile,Networks,image_ad,none,Retargeting,55681,193,1703,0
12/1/2021,Desktop,Networks,image_ad,none,Phrase,78636,285,3355,0
12/1/2021,Desktop,Networks,image_ad,none,Retargeting,560,1,15,0
12/1/2021,Mobile,Networks,image_ad,none,Phrase,26066,839,5894,0
12/1/2021,Mobile,Networks,image_ad,none,Retargeting,1058,16,89,0
12/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
12/1/2021,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
12/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
12/1/2021,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
12/1/2021,Desktop,Search,mcbanner,Brand,Phrase,0,0,0,0
12/1/2021,Desktop,Search,mcbanner,Other,Phrase,0,0,0,0
12/1/2021,Desktop,Networks,text,none,Phrase,2037731,12129,132389,0
12/1/2021,Desktop,Networks,text,none,Retargeting,199668,1426,9418,0
12/1/2021,Desktop,Search,text,Brand,Phrase,18362,3535,60551,0
12/1/2021,Desktop,Search,text,Competitor,Phrase,16707,288,2246,0
12/1/2021,Desktop,Search,text,Other,Phrase,26653,578,5302,0
12/1/2021,Mobile,Networks,text,none,Phrase,610178,8405,74118,0
12/1/2021,Mobile,Networks,text,none,Retargeting,52577,931,4991,0
